2024-03-08 23:01:56,644 INFO    StreamThr :11430 [internal.py:wandb_internal():86] W&B internal server running at pid: 11430, started at: 2024-03-08 23:01:56.642352
2024-03-08 23:01:58,665 INFO    Thread-25 :11430 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sunayana/Documents/GitHub/CV/assignment2/wandb/run-20240308_230145-htmo04q3/files/conda-environment.yaml
2024-03-08 23:02:01,675 INFO    Thread-25 :11430 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/sunayana/Documents/GitHub/CV/assignment2/wandb/run-20240308_230145-htmo04q3/files/conda-environment.yaml
2024-03-08 23:02:01,770 DEBUG   HandlerThread:11430 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-08 23:02:01,770 INFO    HandlerThread:11430 [system_monitor.py:probe():229] Finished publishing system info
2024-03-08 23:02:01,771 DEBUG   SenderThread:11430 [sender.py:send():382] send: files
2024-03-08 23:02:01,771 INFO    SenderThread:11430 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-08 23:02:01,771 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:01,780 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: python_packages
2024-03-08 23:02:01,780 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: python_packages
2024-03-08 23:02:01,780 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: stop_status
2024-03-08 23:02:01,781 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: stop_status
2024-03-08 23:02:01,781 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-08 23:02:02,370 DEBUG   SenderThread:11430 [sender.py:send():382] send: telemetry
2024-03-08 23:02:02,678 INFO    Thread-25 :11430 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sunayana/Documents/GitHub/CV/assignment2/wandb/run-20240308_230145-htmo04q3/files/wandb-metadata.json
2024-03-08 23:02:02,679 INFO    Thread-25 :11430 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sunayana/Documents/GitHub/CV/assignment2/wandb/run-20240308_230145-htmo04q3/files/requirements.txt
2024-03-08 23:02:03,087 INFO    wandb-upload_0:11430 [upload_job.py:push():131] Uploaded file /var/folders/rr/z_5g06cd50s8dkxpl2f9tvnc0000gn/T/tmp6jml8ffdwandb/69e9ypwb-wandb-metadata.json
2024-03-08 23:02:07,385 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:12,403 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:16,782 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: stop_status
2024-03-08 23:02:16,782 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: stop_status
2024-03-08 23:02:16,784 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-08 23:02:18,217 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:23,234 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:28,262 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:28,788 INFO    Thread-25 :11430 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/sunayana/Documents/GitHub/CV/assignment2/wandb/run-20240308_230145-htmo04q3/files/config.yaml
2024-03-08 23:02:31,789 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: stop_status
2024-03-08 23:02:31,789 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-08 23:02:31,790 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: stop_status
2024-03-08 23:02:34,273 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:39,288 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:44,301 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:46,789 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: stop_status
2024-03-08 23:02:46,790 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-08 23:02:46,791 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: stop_status
2024-03-08 23:02:50,247 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:55,264 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:02:58,354 DEBUG   SystemMonitor:11430 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-08 23:02:58,359 DEBUG   SenderThread:11430 [sender.py:send():382] send: telemetry
2024-03-08 23:02:58,359 DEBUG   SenderThread:11430 [sender.py:send():382] send: stats
2024-03-08 23:03:00,375 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:00,924 INFO    Thread-25 :11430 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/sunayana/Documents/GitHub/CV/assignment2/wandb/run-20240308_230145-htmo04q3/files/config.yaml
2024-03-08 23:03:01,798 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: stop_status
2024-03-08 23:03:01,798 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-08 23:03:01,799 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: stop_status
2024-03-08 23:03:06,217 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:11,230 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:16,248 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:16,801 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: stop_status
2024-03-08 23:03:16,804 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: stop_status
2024-03-08 23:03:16,808 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-08 23:03:22,234 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:27,254 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:28,371 DEBUG   SenderThread:11430 [sender.py:send():382] send: stats
2024-03-08 23:03:31,803 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: stop_status
2024-03-08 23:03:31,805 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: stop_status
2024-03-08 23:03:31,812 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-08 23:03:32,450 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:37,460 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:42,477 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:46,805 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: stop_status
2024-03-08 23:03:46,807 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: stop_status
2024-03-08 23:03:46,817 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-08 23:03:48,205 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:53,223 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:58,237 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:03:58,379 DEBUG   SenderThread:11430 [sender.py:send():382] send: stats
2024-03-08 23:04:01,809 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: stop_status
2024-03-08 23:04:01,811 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: stop_status
2024-03-08 23:04:01,820 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-08 23:04:04,196 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:04:09,212 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:04:14,232 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
2024-03-08 23:04:16,815 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: stop_status
2024-03-08 23:04:16,816 DEBUG   SenderThread:11430 [sender.py:send_request():409] send_request: stop_status
2024-03-08 23:04:16,824 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-08 23:04:19,252 DEBUG   HandlerThread:11430 [handler.py:handle_request():146] handle_request: status_report
